Business_Name,Rating,Total_Reviews,Stars,Review
Sports World Av. Coyoacán,4.3,349,3,"Antes arreglaban los equipos que se descomponian en un par de días, ahora es un misterio cuando los arreglen. Hay lockers que no sirven y llevan meses sin ser arreglados."
Sports World Av. Coyoacán,4.3,349,1,"Te endulzan el oído para que pagues, lamentablemente cuando ocurrió un robo en sus instalaciones se reusaron a investigar y encubrieron al responsable. Piénsalo bien antes de ir a esta cadena de gimnasios ya que si minimizan un robo imagínate algo más serio como una falta de respeto a una mujer. Llamé a dónde me indicaron y sólo me dijeron que no podían ayudarme"
Sports World Av. Coyoacán,4.3,349,1,"Las instalaciones top perooooo el servicio esta pésimo, son amables pero he tenido 1000 problemas, no me registran, se supone que soy multiclub y no me encuentran en los otros gimnasios porque tienen sistemas ""diferentes"" me han tomado las huellas y fotos 4 veces en 3 sucursales diferentes, de repente me dejaron de hacer los cobros automáticos (no he cambiado de tarjeta) me la paso perdiendo el tiempo porque también me han cambiado de número de socio 3 veces y la aplicación no se actualiza entonces tampoco puedo reservar clases, etc
Es un gimnasio carísimo para que me hagan hacer esto 100 veces y para que existan esta clase de problemas.
Ahora nuevamente me pidieron mi registro, el cual NO pudieron completar y me dicen que no es un tena de ellos que es un tema del sistema ¿yo me pregunto y de quien es el sistema?
Si exigen mucho al cobrar pero no pueden ni darme accesos"
Sports World Av. Coyoacán,4.3,349,1,"El área de servicio a clientes del Corporativo no es ágil, muchos procesos, información confusa, no escucha al cliente, el trato no es de servicio., no se parece en nada al buen servicio que da el Club.
me atendió Jonathan"
Sports World Av. Coyoacán,4.3,349,1,"Muy grosero el personal, no te escuchan y te tiran de a loco, ademas de mala gana y con nada de actitud. No volvere a SW"
Sports World Av. Coyoacán,4.3,349,4,"En general esta bien la sucursal, el vapor es el único punto negativo que le hace falta mayor temperatura"
Sports World Av. Coyoacán,4.3,349,3,Cada vez se llena masy hay aparatos que ya les urge jubilación.
Sports World Av. Coyoacán,4.3,349,5,Las instalaciones muy limpias y la atención del personal es muy buena 👍🏻👏🏻 …
Sports World Av. Coyoacán,4.3,349,5,Buenas instalaciones y clases geniales.
Sports World Av. Coyoacán,4.3,349,4,"Bien las instalaciones, el personal y los coachs"
Sports World Av. Coyoacán,4.3,349,5,Un gimnasio muy completo.
Sports World Av. Coyoacán,4.3,349,4,Le falta mantenimiento a algunos equipos
Sports World Av. Coyoacán,4.3,349,5,
Sports World Av. Coyoacán,4.3,349,5,
Sports World Av. Coyoacán,4.3,349,4,
Sports World Av. Coyoacán,4.3,349,5,
Sports World Av. Coyoacán,4.3,349,4,
Sports World Av. Coyoacán,4.3,349,5,
Sports World Av. Coyoacán,4.3,349,5,
Sports World Av. Coyoacán,4.3,349,4,
Sports World Av. Coyoacán,4.3,349,4,
Sports World Cabo Norte,4,332,1,"Hemos tratado de cancelar la membresia por 2 meses sin ningún resultado!! No dicen que llámemos al número de servicio al cliente y ese número no funciona. En la sucursal de cabo norte no ayudan en nada!!!

Los asesores de whatsapp no responden. Son muy buenos al venderte una membresia pero a la hora de cancelar nadie sabe nada"
Sports World Cabo Norte,4,332,5,"Hay mucho equipo de Gym, hay clases de todo tipo (Yoga, Pilates, Body Combat, zumba y no se que tanto más), tiene piscina, canchas de squash, área de clases para niños (si los inscribes), y de todo.  Todo mundo es muy respetuoso y habemos clientes de todo tipo, desde gorditos (como yo) hasta los mam....s.  mujeres de igual manera... de todo tipo... desde las que van empezando, hasta las que parecen modelos (y así se creen  jeje).  En general es un Gym muy bueno!! Agradezco a mis amigos me hayan convencido de inscribirme.
Por cierto hay instructores también."
Sports World Cabo Norte,4,332,5,Buena ubicación.  Instalaciones apropiadas para los deportes.  Algunos fallos en mantto.. que deben mejorar.  Buenos instructores
Sports World Cabo Norte,4,332,1,Solo porque no se pueden cero estrellas. Me abrieron el locker y desaparecieron cosas. Se niegan a dar seguimiento al caso
Sports World Cabo Norte,4,332,4,"Buen lugar, a veces no hay toallas pero las clases estan increibles"
Sports World Condesa,3.8,381,2 months ago,3
Sports World Condesa,3.8,381,3 months ago,2
Sports World Condesa,3.8,381,a month ago,4
Sports World Condesa,3.8,381,3 months ago,5
Sports World Cráter,4.3,481,1,"El gimnasio está muy bien. Solo de un tiempo acá el servicio de estacionamiento es pésimo cada día está peor, necesitan gente capacitada para un lugar con tanta afluencia como es este gimnasio, el tiempo de recepción es muy pero muy tardado. Se enfocan en lo que hacen adentro y no se dan cuenta del tráfico espantoso que generan afuera en la calle. Me ha tocado ver varios choques y peleas por querer pasar ese punto. Atención a la administración por ese gran gran problema."
Sports World Cráter,4.3,481,5,"En general es un buen club con vista a un pequeño parque desde el primer piso, cuenta con equipo de buena calidad y tiene instalaciones adecuadas (incluyendo la alberca, el área de entrenamiento funcional y el área de comida); aunque no es perfecto al tener un cuarto de vapor y sauna pequeños y contar con pocas áreas de actividades extras."
Sports World Cráter,4.3,481,3,"Es mi club base. Gimnasio grande amplio, alberca creo que a veces le falta más limpieza al agua, de las albercas que más trabajo cuesta salir porque está alta hay que usar la escalera de la orilla, puntos a mejorar: los instructores casi siempre andan en el celular y luego se salen y dejan sola el área, es de los clubes de sw donde he visto menos interacción de los chicos de la alberca con los usuarios. Y finalmente bueno eso no se puede arreglar pero es a fuerza usar el valet si quieres estacionarte ahí !"
Sports World Cráter,4.3,481,1,"El gimnasio más bonito qye hsy.
Pero sin Mantenimiento.
Totalmente abandonado.
Los aparatos algunos descompuestos desde hace meses.
El elevador en los últimos seis meses si acaso ha trabajo 10 días, lo tienen totalmente olvidado.
La gerencia inexistente.
Abren tarde o se les olvida abrir estacionamiento."
Sports World Cráter,4.3,481,2,"Es uno de los gimnasios más concurridos pero lo tienen muy descuidado. Los aparatos de gimnasio pocos y viejos. Nada que ver como los otros de la misma cadena, como el de Tlalpan, Félix Cuevas, Xola San Ángel, etc.
los lockers los tienen descuidados y hay usuarios que los bloquean para que nadie más los usen.
Es una pena porque hay una enorme afluencia"
Sports World Cráter,4.3,481,5,"De los gimnasios más bonitos de SW, hay Valet Parking, espacios amplios y limpios. En general súper cómodo para entrenar."
Sports World Cráter,4.3,481,5,Son muy amables y las instalaciones están bien!
Sports World Cráter,4.3,481,4,"Bonito gimnasio y clases súper divertidas, solo que el estacionamiento es una pesadilla"
Sports World Cráter,4.3,481,1,"Pésimo lugar
No abren temprano
Elevador con 10 semanas según En Mantenimiento
Abandonado"
Sports World Cráter,4.3,481,4,Por el momento todo bien en este establecimiento.
Sports World Cráter,4.3,481,5,Muy bonito y buen espacio
Sports World Cráter,4.3,481,5,Bueno
Sports World Cráter,4.3,481,5,I'm Back!
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,4,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,4,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,5,
Sports World Cráter,4.3,481,4,
Sports World Cumbres,4.5,389,2,"Antes amaba este gimnasio.  Últimamente el estacionamiento está horrible. Si vas después de las 6:30 tienes que esperar de 15 a 20 minutos para que se libere un lugar en el estacionamiento. Terminas llegando tarde a la clase porque perdiste 20 minutos en el estacionamiento.  Ah y como no hay lugar, la gente se estaciona en doble fila y aveces está imposible. Pensando seriamente en cambiarme"
Sports World Cumbres,4.5,389,2,"Aparatos viejos, usuarios poco amables, entrenadores poco amables, no vale lo que cuesta. El personal de toallas ese sí es amable. Recepción muy X"
Sports World Cumbres,4.5,389,5,"Mi lugar favorito, pero si lo andan en encareciendo ya no lo será...😑 …"
Sports World Cumbres,4.5,389,5,Muy buen gimnasio está muy completo y equipado
Sports World Cumbres,4.5,389,3,"Aparatos ya deteriorados, malos instructores, sin lugar de estacionamiento,"
Sports World Cumbres,4.5,389,5,Solo en el área de la alberca le falta limpieza a los baños
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,3,
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,3,
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,5,
Sports World Cumbres,4.5,389,5,
Sports World Espacio Interlomas,4.2,188,1,Se la pasan abriendo y cerrando por mantenimiento mientras te dicen que puedes ir a otro club . Les pedí que me pospusieran 15 dias mi anualidad porque no me acomoda ir a otro club y cero flexibles. Te complican la vida y tu si te tienes que ajustar
Sports World Espacio Interlomas,4.2,188,5,"Es amplio estacionamiento cubierto, muy cómodo todo en un nivel buenos profesores

Lo único es que están muy poco viejas las instalaciones"
Sports World Espacio Interlomas,4.2,188,4,Muy amplio y exelente lugar para ejercitarse
Sports World Espacio Interlomas,4.2,188,1,"Caen gotas de agua por lluvia y cierran una semana increíble que pase eso, y además le echan la culpa a la plaza ya quiero ver al Starbucks cerrado una semana jajaja pésimo su ""Director de Operaciones"" de la Zona no se que hace pero asumo que no gran cosa y el depto legal menos, qué triste"
Sports World Espacio Interlomas,4.2,188,1,"Violaron un chava, un instructor, por el momento esta cerrado por la fiscalía de género. Asco se personal."
Sports World Espacio Interlomas,4.2,188,2,Alguien sabe si ya están abriendo? Me quiero inscribir pero dudo por los comentarios
Sports World Espacio Interlomas,4.2,188,2,La actitud del staff deja mucho que desear
Sports World Espacio Interlomas,4.2,188,2,Cerraron sin decirnos nada.
Sports World Espacio Interlomas,4.2,188,3,El techo se está cayendo.
Sports World Espacio Interlomas,4.2,188,5,"Excelente club, cuenta con las normas de salubridad, lokers con máximo nivel de seguridad l, equipos de entrenamiento nuevos, cuenta con alberca 👌 …"
Sports World Espacio Interlomas,4.2,188,5,Completo
Sports World Espacio Interlomas,4.2,188,4,
Sports World Espacio Interlomas,4.2,188,4,
Sports World Felix cuevas,4.3,619,5,Nos encanto todo las instalaciones y su trato y está muy completo y cómodo volvería a ir
Sports World Felix cuevas,4.3,619,5,"Excelente atención y servicio, siempre aparatos nuevos, todo para entrenar bien, TRX, box, natación,
Spining y las clases grupales. Y particularmente la tres canchas de squash son excelentes."
Sports World Felix cuevas,4.3,619,3,"Muy buen espacio, en raras ocasiones te sientes apretado y aparatos en muy buenas condiciones, sin embargo actualmente no cuenta con aire acondicionado y al ser un espacio sin ventilación natural se siente mucho calor, espero solucionen esto pronto"
Sports World Felix cuevas,4.3,619,5,"Me gusta el área de boxeo.
Es muy funcional todo el gym.
Mucho mejor que santa fe."
Sports World Felix cuevas,4.3,619,5,Sports World de Feliz Cuevas es el mejor de todos los SW por muchísimo. Te tratan super bien todos en el área de ventas y acabas haciendo amigos en el squash sí o sí.
Sports World Felix cuevas,4.3,619,3,"Le falta mantenimiento a los equipos, las esquiadoras de 3 solo funciona 1, las otras dos truenan y bailan los pedales, lo mismo  pasa con otros equipos de cardio"
Sports World Felix cuevas,4.3,619,5,Me encanta ir a este lugar donde me ejercito y me baño
Sports World Felix cuevas,4.3,619,5,Muy buen lugar para un rato de relajación...
Sports World Felix cuevas,4.3,619,4,"Mucha gente en la mañana, a veces hay fila para entrar cuando abren"
Sports World Felix cuevas,4.3,619,5,Todo bien aunque bastante gente para el precio.
Sports World Felix cuevas,4.3,619,5,El mejor lugar para hacer ejercicio
Sports World Felix cuevas,4.3,619,4,Gran variedad de clases
Sports World Felix cuevas,4.3,619,5,Muy buen gimnasio
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,4,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,2,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,4,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,4,
Sports World Felix cuevas,4.3,619,3,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,5,
Sports World Felix cuevas,4.3,619,4,
Sports World Felix cuevas,4.3,619,5,
Sports World Gran Terraza Coapa,4,423,4,"El servicio es muy bueno.
El personal de limpieza, excelente.
Algunos equipos con falta de mantenimiento.
El estacionamiento es caro, sin embargo con el boleto validado hay un mejor precio, el problema es que se complica validar y pagar el boleto. Sería muy bueno que en el propio SW se pudiera validar y pagar en los cajeros que están cerca del gimnasio."
Sports World Gran Terraza Coapa,4,423,4,"Este es uno de los Clubs más recientes de SW y por tanto la experiencia es buena mientras no vayas en hora pico.

- equipo en buenas condiciones
- estacionamiento x 3hr en $25
- espacios adecuados para no sentirse apretado
- sauna y vapor pequeños pero en buenas condiciones.

Las clases si se llenan y como la mayoría de las albercas en SW hay que buscar los pocos espacios sin saturación.

La ventaja adicional es que la plaza está creciendo y hay muchas actividades adicionales que hacer, desde los churros del moro, IHOP, go-karts, Cinépolis y restaurantes varios cómo Sonora Grill, shake-shack, twean peaks, etc...  Más adelante agregaré imágenes."
Sports World Gran Terraza Coapa,4,423,2,Me gustó mucho las instalaciones me parecen bien pero el tema del sellado de boleto es muy malo 3 hrs x $25 y en el Smart fit 2 hrs x $10 y aparte para verificar tienes que ir al extremo contrario del gimnasio a verificar el boleto y si te pasas 10 min te cobran $40 pesos
Sports World Gran Terraza Coapa,4,423,3,"Llevo casi dos años viniendo y cada vez se vuelve peor.
Lo único rescatable son las instalaciones ( y aveces por que hay goteras y cuando arreglan máquinas se tardan hasta semanas en arreglarlas) y la gente de mantenimiento y limpieza que son los únicos que son amables al tratar siempre de ayudarte.
Nado usualmente y la alberca siempre está sucia o en mantenimiento que solo sirve 1-2 y se vuelva a ensuciar.
El verdadero problema es la gente de recepción y los coaches que parece que les hacer un favor al venir o pedir ayuda, siempre con caras largas contestaciones de mala manera a todas horas.
La gente de ventas te cambia reglas o tarifas de la noche a la mañana.
El gerente solo te da vueltas y no es de ayuda realmente.
Las toallas son un desastre pues solo te dejan agarrar con la modalidad de la tarjeta.
Es triste ver como poco a poco el gym se con esos detalles. Aunque sea de los mejores de la zona y lo conveniente de la cercanía."
Sports World Gran Terraza Coapa,4,423,3,"He ido a varios gimnasios en la zona de Xochimilco y este ha sido el que más me ha gustado y que mejor me he adecuado. Tiene muchas máquinas para hacer cardio, una zona de peso libre decente, he asistido a algunas clases y están bien, la alberca es lo que más me gusta.
Pros:
-El personal de mantenimiento es muy amable y serviciales, igual hay dos o tres coaches muy atentos, el coach de natación muy atento.
-El estacionamiento es de la plaza por lo que está muy grande
-Nunca me ha tocado atascado de gente (cosa que en el Smartfit, Fitsy y Planet Fitness si me llegó a pasar)

Contras:
-Siempre huele mal, pero ese ya es un problema a nivel Gran Terraza Coapa, toda la plaza huele a drenaje y caño, sobre todo en las regaderas, vestidores y estacionamiento es donde peor huele.
-Es caro en comparación con la mayoría de gimnasios de la zona, sí necesitas sacarle mucho provecho o no habrá muchos beneficios.
-Siempre tienen máquinas que no sirven y duran en mantenimiento meses.
-Gotea el techo en época de lluvias y por ende, cierran zonas del gimnasio, pero la cuota mensual sigue siendo la misma.
-Esto ya no es exclusivo de este gimnasio, pero la gente no solo aparta las máquinas, apartan los complementos, igual en las regaderas luego hay cosas muy desagradables, me ha tocado ver chicles pegados, rastrillos (demasiado asco) en el piso, calzones.

En conclusión, lo recomendaría más si no estuviera tan caro porque siento que por el precio podrían mejorar y arreglar ciertas cosas que sí pueden controlar como el mal olor, las máquinas en mantenimiento y el techo."
Sports World Gran Terraza Coapa,4,423,5,"Excelentes clases de Reformer pilates y yoga de la maestra Viridiana, llevo un año en sus clases y he visto resultados en todos los ámbitos, siempre es amable y explica bien los ejercicios. ¡Sus clases son únicas y divertidas!"
Sports World Gran Terraza Coapa,4,423,2,"Las personas de recepción siempre de mala cara. En especial una señora en la mañana que siempre está de malas parece que te hace el favor al darte información o al pedirle apoyo en algo.
Las instalaciones y en general todo bien. Pero contraten a personas que sepan de atención al cliente o capaciten a su personal."
Sports World Gran Terraza Coapa,4,423,5,"Me encantan las clases de la maestra Alma Delia Morales, muy buena instructora, organiza clases especiales creando una comunidad, siempre te impulsa a dar tu mayor esfuerzo y a ser constante en lo que haces.

Durante estos dos años que he tomado clases con ella, he visto una mejora en mi rendimiento y capacidad para realizar las clases.

Sin duda una de las mejores y con más experiencia en Sport World."
Sports World Gran Terraza Coapa,4,423,5,"Me encantan las clases de Yoga con Viridiana, tienen un buen balance (físico, mental y espiritual).  Las clases son multinivel, y el grupo ha mejorado bajo la tutela de Viridiana Mayorga."
Sports World Gran Terraza Coapa,4,423,2,"Siempre está llenisimo. De todas las sucursales a las que voy es la que menos me gusta pues la atención es muy mala; los instructores nunca están y si están, ni te pelan aunque pidas ayuda. El estacionamiento es super caro y nunca es claro donde debes pagarlo, razón por la que entre vuelta y vuelta siempre terminas pagando más. Definitivamente tienen mucho por mejorar."
Sports World Gran Terraza Coapa,4,423,5,"Me encanta el gym y me fascinan las clases del instructor HECTOR AUGUSTO “LEO”, primero que nada el te muestra los ejercicios a realizar, está atento de que los hagas bien (para que no te lastimes), sus clases llevan una secuencia en la cual te exige, pero no te obliga de más, y conforme pasa el tiempo vas sintiendo los avances en tu cuerpo; instructores como el los cuento con los dedos de una mano, ya que siempre se entrega en cada clase y le ocupa que todos sus alumnos (nuevos o de una sola ocasión) realicen un ejercicio efectivo.

Ojalá lo vuelvan a poner en la mañana, aunque sea en viernes.

Estoy encantada con este gimnasio, tiene una variedad amplia de clases y eso me permite tomar las clases que más me gustan."
Sports World Gran Terraza Coapa,4,423,3,"Alberca muy concurrida, nueva, carriles un poco angostos a comparación de otros clubes como patio Tlalpan, puntos a mejorar: las banderas de la alberca están mal puestas si practicas el dorso la distancia no es la adecuada ( 5m ) están a menos !"
Sports World Gran Terraza Coapa,4,423,1,"Llevo un año completo en ese club, todo el año estuvo genial, el coach con el que tomo mi personalizado muy profesional y súper agradable, y la mayoría de las personas que ahí trabajan, pero el motivo que me trae aquí es que hace masomenos un mes he tenido conflictos con la chica de recepción Jocelyn , ya que al no saber dar la información que se debe de dar de acuerdo a su puesto, todo el tiempo está con mala cara y malos tratos para con las personas y definitivamente eso es súper incómodo, creo que deben de capacitar o incluso ver a que tipo de gente tienen como imagen en el club."
Sports World Gran Terraza Coapa,4,423,1,"Buenas tardes soy usuarios de Sports hace ya algunos años, mi entrenamiento es muy bueno, mi coach muy profesional y conciliador, ya que el servicio de recepción me tiene muy decepcionado, el fin de semanano no me quisieron proporcionar una toalla, argumentando qué los personalizados no tienen derecho a toallas, y tanta es su falta de conocimiento qué segun no podía tener acceso al club si solo contrato personalizado, ojalá los puedan capacitar en atención al cliente y conocimiento de sus políticas y reglamento, ya que si no fuera por el coach qué me tranquilizo, me daría de baja como algunos otros compañeros que ya lo hicieron por su mala atencion, la señorita Jocelyn se enfoca en buscar problemas y no soluciones."
Sports World Gran Terraza Coapa,4,423,2,La clase de pilates empieza 20 minutos después y dura 35 minutos. Los aparatos en general son viejos.
Sports World Gran Terraza Coapa,4,423,5,"Excelente servicio aparatos ambiente, el instructor Adonis da excelente trato y está atento en todo momento"
Sports World Gran Terraza Coapa,4,423,4,Buen gym e instalaciones pero deberían mejorar el convenio del estacionamiento ya que es elevando para ir diario
Sports World Gran Terraza Coapa,4,423,3,"Todo bien en cuanto al servicio y el estado del material, sólo veo una situación bastante molesta, para que nos hagan válidas las dos horas de estacionamiento hay que caminar hasta el soriana, lo cual está al otro lado de la plaza, llevar carro al sportworld termina siendo molesto por dar doble vuelta, además, los empleados que sellan el boleto son muy groseros."
Sports World Gran Terraza Coapa,4,423,5,"Muy buen servicio por parte de la entrenadora Chantal, siempre me ayuda y corrige"
Sports World Gran Terraza Coapa,4,423,1,Cero atención personalizada hacen cobros qué ni al caso y a todo se van a su supuesto contrato.
Sports World Gran Terraza Coapa,4,423,1,La peor sucursal de SW… muy sucio y los entrenadores se ponen a ejercitarse en hora pico 🤷🏼‍♀️ …
Sports World Gran Terraza Coapa,4,423,4,Buen gimnasio aunque podría mejorar la limpieza de la alberca
Sports World Gran Terraza Coapa,4,423,5,El mejor lugar para entrenar y sus clases e instructores de lo mejor.
Sports World Gran Terraza Coapa,4,423,2,Pésimo servicio al cliente para las personas que tienen Total Pass
Sports World Gran Terraza Coapa,4,423,5,Está bonito y tiene muchas actividades
Sports World Gran Terraza Coapa,4,423,1,Muy lleno
Sports World Gran Terraza Coapa,4,423,4,"Esta bien, mucha gente"
Sports World Gran Terraza Coapa,4,423,5,"Excelente club, muy completo"
Sports World Gran Terraza Coapa,4,423,5,Mega lleno siempre
Sports World Gran Terraza Coapa,4,423,5,Voy diario 😊😊😊 …
Sports World Gran Terraza Coapa,4,423,5,¡Excelente trato! Tuve un tema un fitpass para ingresar y Jocelyn de recepción me ayudo a solucionarlo con la mejor actitud. Las instalaciones perfectas.
Sports World Gran Terraza Coapa,4,423,1,"Las quejas y recomendaciones van directo a la máquina de escribir invisible y son educadamente ignoradas. Toca hacer fila absurda para recoger toallas mientras el encargado busca la credencial  barajeando y buscando entre el montón que tiene. Aunque puede ser más eficiente el proceso no lo hacen. Insisto, las recomendaciones son ignoradas políticamente."
Sports World Gran Terraza Coapa,4,423,5,
Sports World Gran Terraza Coapa,4,423,4,
Sports World Gran Terraza Coapa,4,423,4,
